order_id,order_date,customer_id,region,product_id,category,sales,quantity
CA-2016-149916,12/22/2020,ED-13885,West,TEC-MA-10000752,Technology,11.56,1
CA-2016-167507,12/22/2020,SA-20830,West,OFF-BI-10003694,Office Supplies,31.32,10
CA-2016-149916,12/22/2020,ED-13885,West,OFF-BI-10004002,Office Supplies,55.36,4
CA-2016-103359,12/22/2020,LC-16885,East,OFF-BI-10004233,Office Supplies,25.584,2
CA-2016-167507,12/22/2020,SA-20830,West,FUR-FU-10001935,Furniture,11.84,4
CA-2016-132829,12/23/2020,LA-16780,Central,TEC-PH-10004345,Technology,287.88,3
CA-2016-132829,12/23/2020,LA-16780,Central,OFF-LA-10002945,Office Supplies,45.36,9
CA-2016-135776,12/23/2020,EH-13765,West,OFF-PA-10001295,Office Supplies,37.94,2
CA-2016-135776,12/23/2020,EH-13765,West,OFF-ST-10002743,Office Supplies,227.28,2
CA-2016-135776,12/23/2020,EH-13765,West,OFF-PA-10004327,Office Supplies,47.9,1
CA-2016-137043,12/23/2020,LC-17140,South,FUR-FU-10003664,Furniture,286.38,3
CA-2016-132829,12/23/2020,LA-16780,Central,TEC-PH-10004912,Technology,131.88,3
CA-2016-157868,12/23/2020,MC-17590,Central,OFF-FA-10000992,Office Supplies,24.85,7
CA-2016-135776,12/23/2020,EH-13765,West,OFF-EN-10004773,Office Supplies,61.96,2
CA-2016-132829,12/23/2020,LA-16780,Central,TEC-PH-10004539,Technology,453.576,3
CA-2016-115574,12/23/2020,BP-11185,Central,FUR-BO-10003441,Furniture,141.372,2
CA-2016-101651,12/24/2020,SC-20305,West,OFF-EN-10001990,Office Supplies,39.76,7
CA-2016-101651,12/24/2020,SC-20305,West,FUR-FU-10000771,Furniture,43.96,7
US-2016-168620,12/24/2020,RB-19795,South,OFF-BI-10001575,Office Supplies,27.882,3
US-2016-168620,12/24/2020,RB-19795,South,TEC-AC-10004469,Technology,255.68,8
CA-2016-140438,12/24/2020,PW-19030,East,TEC-PH-10001750,Technology,197.97,3
CA-2016-123526,12/24/2020,BV-11245,West,OFF-PA-10002986,Office Supplies,33.4,5
US-2016-116729,12/25/2020,GK-14620,West,TEC-AC-10001465,Technology,254.24,7
CA-2016-148684,12/25/2020,TS-21655,South,OFF-PA-10003302,Office Supplies,106.32,3
CA-2016-148684,12/25/2020,TS-21655,South,FUR-FU-10003553,Furniture,343.85,5
CA-2016-148684,12/25/2020,TS-21655,South,TEC-AC-10001838,Technology,399.98,2
CA-2016-148684,12/25/2020,TS-21655,South,OFF-AR-10003811,Office Supplies,19.89,9
CA-2016-111941,12/25/2020,BD-11620,East,OFF-BI-10001524,Office Supplies,33.568,2
CA-2016-109827,12/25/2020,LW-16825,West,FUR-TA-10002607,Furniture,35.445,1
CA-2016-109827,12/25/2020,LW-16825,West,TEC-MA-10003356,Technology,269.97,2
CA-2016-101168,12/25/2020,SS-20140,East,FUR-FU-10003142,Furniture,21.12,4
CA-2016-109827,12/25/2020,LW-16825,West,TEC-AC-10002217,Technology,45.12,3
CA-2016-109827,12/25/2020,LW-16825,West,TEC-AC-10004353,Technology,100.8,2
CA-2016-109827,12/25/2020,LW-16825,West,FUR-CH-10004754,Furniture,47.968,2
CA-2016-110975,12/25/2020,DB-12970,East,FUR-TA-10002958,Furniture,313.176,2
US-2016-116729,12/25/2020,GK-14620,West,OFF-PA-10002005,Office Supplies,45.36,7
CA-2016-114538,12/26/2020,RC-19825,West,OFF-AR-10002445,Office Supplies,11.328,2
CA-2016-129868,12/26/2020,MC-18130,West,OFF-AR-10001897,Office Supplies,53.97,3
CA-2016-155166,12/26/2020,BB-11545,East,OFF-AP-10002765,Office Supplies,26.49,1
CA-2016-129868,12/26/2020,MC-18130,West,FUR-CH-10003535,Furniture,146.352,3
CA-2016-129868,12/26/2020,MC-18130,West,TEC-PH-10002275,Technology,302.384,2
CA-2016-129868,12/26/2020,MC-18130,West,OFF-SU-10000952,Office Supplies,17.76,2
US-2016-153129,12/26/2020,FP-14320,West,OFF-PA-10003673,Office Supplies,33.9,5
CA-2016-155166,12/26/2020,BB-11545,East,FUR-CH-10003968,Furniture,212.94,3
CA-2016-147536,12/26/2020,AR-10510,East,TEC-AC-10003280,Technology,89.97,3
CA-2016-151512,12/26/2020,SH-19975,West,OFF-AP-10000252,Office Supplies,18.72,2
US-2016-131058,12/27/2020,EM-14140,West,OFF-LA-10001613,Office Supplies,20.16,7
CA-2016-138667,12/27/2020,MW-18220,East,TEC-AC-10003063,Technology,40.0,2
CA-2016-102596,12/27/2020,RD-19810,East,OFF-FA-10000621,Office Supplies,17.184,6
CA-2016-162726,12/27/2020,MT-17815,Central,OFF-PA-10004041,Office Supplies,23.68,4
CA-2016-162726,12/27/2020,MT-17815,Central,OFF-PA-10001972,Office Supplies,10.368,2
CA-2016-122017,12/29/2020,CD-11920,Central,FUR-FU-10000672,Furniture,70.56,6
CA-2016-122017,12/29/2020,CD-11920,Central,OFF-AP-10001293,Office Supplies,81.96,2
US-2016-163258,12/29/2020,PF-19225,West,OFF-BI-10000138,Office Supplies,11.232,3
CA-2016-112578,12/29/2020,FO-14305,West,OFF-ST-10003722,Office Supplies,14.03,1
CA-2016-157742,12/29/2020,KL-16645,West,OFF-EN-10002592,Office Supplies,27.792,3
CA-2016-139689,12/29/2020,MP-17965,South,OFF-BI-10004781,Office Supplies,38.088,4
CA-2016-124051,12/29/2020,KA-16525,Central,OFF-PA-10001289,Office Supplies,186.048,6
US-2016-135209,12/29/2020,MH-17290,South,OFF-PA-10000143,Office Supplies,25.344,6
US-2016-135209,12/29/2020,MH-17290,South,OFF-PA-10002986,Office Supplies,37.408,7
CA-2016-112578,12/29/2020,FO-14305,West,OFF-SU-10002557,Office Supplies,27.96,2
US-2016-111528,12/30/2020,JP-16135,West,OFF-ST-10001526,Office Supplies,481.32,4
CA-2016-163951,12/30/2020,CJ-11875,East,OFF-AR-10004269,Office Supplies,16.52,5
CA-2016-160486,12/30/2020,EH-14185,South,OFF-PA-10002421,Office Supplies,72.224,4
CA-2016-117660,12/30/2020,BM-11785,East,OFF-SU-10001664,Office Supplies,13.712,2
CA-2016-105746,12/30/2020,BD-11605,East,FUR-CH-10000454,Furniture,170.786,1
CA-2017-156139,12/31/2020,BP-11155,West,OFF-BI-10004233,Office Supplies,38.376,3
US-2017-165953,12/31/2020,EP-13915,South,OFF-AR-10000588,Office Supplies,47.616,3
CA-2017-100202,12/31/2020,BD-11620,West,TEC-PH-10002563,Technology,302.376,3
US-2017-165953,12/31/2020,EP-13915,South,OFF-PA-10002250,Office Supplies,23.48,5
US-2017-105830,12/31/2020,DB-13660,East,OFF-ST-10002554,Office Supplies,156.512,4
CA-2017-160395,12/31/2020,KL-16555,West,OFF-BI-10003984,Office Supplies,159.768,7
CA-2017-144463,1/1/2021,SC-20725,West,FUR-FU-10001215,Furniture,474.43,11
CA-2017-151750,1/1/2021,JM-15250,Central,OFF-BI-10000343,Office Supplies,13.748,14
CA-2017-151750,1/1/2021,JM-15250,Central,OFF-AR-10003158,Office Supplies,12.736,4
CA-2017-151750,1/1/2021,JM-15250,Central,FUR-CH-10003199,Furniture,310.744,4
CA-2017-151750,1/1/2021,JM-15250,Central,FUR-FU-10002116,Furniture,141.42,5
CA-2017-151750,1/1/2021,JM-15250,Central,OFF-ST-10002743,Office Supplies,454.56,5
CA-2017-151750,1/1/2021,JM-15250,Central,OFF-AP-10004708,Office Supplies,15.224,2
CA-2017-107503,1/1/2021,GA-14725,East,FUR-FU-10003878,Furniture,48.896,4
CA-2017-113481,1/2/2021,AS-10045,South,OFF-BI-10000474,Office Supplies,28.854,6
CA-2017-147207,1/2/2021,TS-21655,Central,OFF-AR-10001955,Office Supplies,31.744,2
CA-2017-113481,1/2/2021,AS-10045,South,OFF-BI-10003694,Office Supplies,15.66,5
CA-2017-118668,1/2/2021,FW-14395,West,TEC-AC-10000682,Technology,16.59,1
CA-2017-147207,1/2/2021,TS-21655,Central,OFF-ST-10002615,Office Supplies,372.144,3
US-2017-114034,1/3/2021,DL-13315,West,OFF-PA-10004735,Office Supplies,38.88,6
CA-2017-150931,1/6/2021,DP-13390,South,OFF-BI-10004728,Office Supplies,33.74,7
US-2017-123862,1/7/2021,JF-15190,West,OFF-ST-10002301,Office Supplies,61.02,3
US-2017-123862,1/7/2021,JF-15190,West,OFF-ST-10000760,Office Supplies,153.78,11
US-2017-123862,1/7/2021,JF-15190,West,OFF-SU-10004884,Office Supplies,110.11,7
CA-2017-154760,1/9/2021,BP-11290,East,OFF-BI-10004632,Office Supplies,274.491,3
US-2017-158512,1/12/2021,DA-13450,East,OFF-PA-10001804,Office Supplies,40.08,6
US-2017-158512,1/12/2021,DA-13450,East,FUR-FU-10004973,Furniture,37.68,2
US-2017-167402,1/13/2021,CP-12085,Central,FUR-BO-10001608,Furniture,212.94,3
US-2017-167402,1/13/2021,CP-12085,Central,OFF-PA-10004983,Office Supplies,32.4,5
US-2017-167402,1/13/2021,CP-12085,Central,OFF-AR-10004010,Office Supplies,209.94,6
CA-2017-113278,1/14/2021,HR-14770,Central,TEC-AC-10001445,Technology,12.12,4
CA-2017-113278,1/14/2021,HR-14770,Central,OFF-PA-10004156,Office Supplies,11.34,1
CA-2017-127306,1/14/2021,BH-11710,South,OFF-EN-10001219,Office Supplies,18.336,3
CA-2017-127306,1/14/2021,BH-11710,South,TEC-PH-10001924,Technology,111.984,2
CA-2017-113278,1/14/2021,HR-14770,Central,OFF-ST-10002562,Office Supplies,18.76,2
US-2017-106131,1/14/2021,TP-21565,West,OFF-ST-10003638,Office Supplies,168.624,9
CA-2017-113278,1/14/2021,HR-14770,Central,FUR-FU-10001037,Furniture,18.96,2
CA-2017-127306,1/14/2021,BH-11710,South,OFF-PA-10000019,Office Supplies,36.288,7
CA-2017-113278,1/14/2021,HR-14770,Central,TEC-AC-10004469,Technology,159.8,4
CA-2017-113278,1/14/2021,HR-14770,Central,TEC-PH-10000169,Technology,67.8,4
CA-2017-149076,1/14/2021,SO-20335,West,OFF-PA-10000483,Office Supplies,154.9,5
CA-2017-138779,1/14/2021,RB-19570,South,OFF-EN-10002504,Office Supplies,21.744,1
US-2017-106131,1/14/2021,TP-21565,West,TEC-AC-10003027,Technology,169.064,7
CA-2017-113278,1/14/2021,HR-14770,Central,OFF-ST-10001590,Office Supplies,67.4,5
US-2017-104661,1/15/2021,TB-21250,Central,TEC-AC-10002331,Technology,62.592,8
CA-2017-167752,1/15/2021,RW-19690,East,OFF-AP-10000159,Office Supplies,34.384,1
US-2017-104661,1/15/2021,TB-21250,Central,OFF-BI-10001597,Office Supplies,32.784,4
US-2017-104661,1/15/2021,TB-21250,Central,TEC-AC-10003628,Technology,47.984,2
CA-2017-160934,1/15/2021,TT-21460,West,OFF-AR-10003504,Office Supplies,21.4,5
CA-2017-152961,1/15/2021,SC-20095,East,OFF-PA-10004675,Office Supplies,12.7,2
CA-2017-138289,1/16/2021,AR-10540,Central,FUR-CH-10004626,Furniture,302.67,3
CA-2017-138289,1/16/2021,AR-10540,Central,OFF-PA-10001260,Office Supplies,56.07,7
CA-2017-125913,1/16/2021,JO-15145,West,FUR-FU-10001487,Furniture,27.92,4
CA-2017-125913,1/16/2021,JO-15145,West,FUR-TA-10001520,Furniture,399.672,7
CA-2017-153045,1/19/2021,NS-18505,East,TEC-PH-10001817,Technology,429.6,2
CA-2017-153045,1/19/2021,NS-18505,East,FUR-FU-10002759,Furniture,31.968,2
US-2017-127292,1/19/2021,RM-19375,East,OFF-PA-10001970,Office Supplies,12.28,1
CA-2017-153045,1/19/2021,NS-18505,East,OFF-PA-10003673,Office Supplies,21.696,4
US-2017-127292,1/19/2021,RM-19375,East,OFF-PA-10000157,Office Supplies,79.92,4
CA-2017-152079,1/20/2021,ML-17410,Central,OFF-LA-10001613,Office Supplies,11.52,5
CA-2017-144589,1/20/2021,TM-21010,West,OFF-AR-10003631,Office Supplies,24.2,5
CA-2017-144589,1/20/2021,TM-21010,West,TEC-PH-10003072,Technology,359.976,3
CA-2017-161809,1/20/2021,TH-21100,West,TEC-PH-10004922,Technology,160.776,3
CA-2017-157252,1/20/2021,CV-12805,East,FUR-CH-10003396,Furniture,207.846,3
CA-2017-160423,1/21/2021,PS-19045,South,OFF-ST-10004340,Office Supplies,348.208,7
CA-2017-160423,1/21/2021,PS-19045,South,OFF-BI-10004001,Office Supplies,35.784,7
CA-2017-127026,1/21/2021,MH-18115,Central,OFF-BI-10001196,Office Supplies,89.52,4
CA-2017-127026,1/21/2021,MH-18115,Central,OFF-BI-10000546,Office Supplies,14.4,5
CA-2017-131954,1/21/2021,DS-13030,West,OFF-ST-10000736,Office Supplies,242.94,3
CA-2017-127026,1/21/2021,MH-18115,Central,TEC-PH-10003601,Technology,164.99,1
CA-2017-127026,1/21/2021,MH-18115,Central,TEC-MA-10002981,Technology,350.973,3
CA-2017-131954,1/21/2021,DS-13030,West,TEC-AC-10003610,Technology,179.97,3
CA-2017-131954,1/21/2021,DS-13030,West,OFF-BI-10003982,Office Supplies,99.696,6
CA-2017-131954,1/21/2021,DS-13030,West,OFF-BI-10003291,Office Supplies,27.936,4
CA-2017-131954,1/21/2021,DS-13030,West,FUR-BO-10001619,Furniture,84.98,1
CA-2017-141782,1/21/2021,BE-11410,Central,OFF-EN-10002230,Office Supplies,268.576,4
CA-2017-131954,1/21/2021,DS-13030,West,OFF-BI-10000138,Office Supplies,18.72,5
CA-2017-152499,1/22/2021,EH-13765,Central,OFF-FA-10002975,Office Supplies,15.12,5
CA-2017-127432,1/22/2021,AD-10180,West,OFF-PA-10001667,Office Supplies,11.96,2
CA-2017-127432,1/22/2021,AD-10180,West,OFF-ST-10004507,Office Supplies,51.45,3
CA-2017-145142,1/23/2021,MC-17605,Central,FUR-TA-10001857,Furniture,210.98,2
CA-2017-139080,1/23/2021,CS-12250,West,OFF-BI-10001757,Office Supplies,19.68,5
CA-2017-139080,1/23/2021,CS-12250,West,OFF-PA-10004621,Office Supplies,25.92,4
CA-2017-139080,1/23/2021,CS-12250,West,TEC-PH-10004100,Technology,86.352,6
CA-2017-161893,1/23/2021,HP-14815,West,TEC-AC-10001874,Technology,95.984,2
CA-2017-104619,1/24/2021,KD-16495,West,OFF-AP-10001492,Office Supplies,25.86,3
CA-2017-104619,1/24/2021,KD-16495,West,TEC-PH-10000193,Technology,110.352,3
CA-2017-104619,1/24/2021,KD-16495,West,OFF-BI-10004318,Office Supplies,276.784,2
US-2017-105935,1/26/2021,BD-11500,South,FUR-FU-10002157,Furniture,62.72,4
CA-2017-134649,1/26/2021,CA-11965,South,OFF-AR-10001547,Office Supplies,15.47,7
CA-2017-164098,1/26/2021,CG-12520,Central,OFF-ST-10000615,Office Supplies,18.16,2
CA-2017-150469,1/26/2021,CJ-12010,West,OFF-FA-10000611,Office Supplies,11.84,8
CA-2017-117870,1/27/2021,JH-15820,East,TEC-AC-10000927,Technology,71.976,3
CA-2017-117870,1/27/2021,JH-15820,East,TEC-PH-10003931,Technology,107.982,3
US-2017-104437,1/27/2021,TG-21310,East,TEC-PH-10000193,Technology,137.94,3
CA-2017-117870,1/27/2021,JH-15820,East,OFF-AR-10004078,Office Supplies,14.016,3
US-2017-147984,1/28/2021,GB-14575,Central,OFF-PA-10000806,Office Supplies,279.9,5
CA-2017-115994,1/28/2021,BT-11305,West,FUR-FU-10003976,Furniture,37.74,3
CA-2017-115994,1/28/2021,BT-11305,West,TEC-AC-10000580,Technology,239.97,3
US-2017-166037,1/28/2021,CL-12700,East,TEC-AC-10002800,Technology,449.91,9
US-2017-127341,1/29/2021,CK-12595,Central,OFF-BI-10001072,Office Supplies,12.128,4
CA-2017-160927,1/29/2021,TM-21010,Central,OFF-ST-10001590,Office Supplies,13.48,1
CA-2017-160927,1/29/2021,TM-21010,Central,OFF-PA-10000176,Office Supplies,94.85,5
CA-2017-160927,1/29/2021,TM-21010,Central,OFF-PA-10003848,Office Supplies,12.96,2
CA-2017-139304,1/29/2021,VG-21790,West,OFF-BI-10002498,Office Supplies,119.616,8
CA-2017-160927,1/29/2021,TM-21010,Central,FUR-FU-10000010,Furniture,14.91,3
CA-2017-104220,1/30/2021,BV-11245,Central,OFF-BI-10000301,Office Supplies,32.35,5
CA-2017-112725,1/30/2021,EH-14125,West,OFF-AR-10003759,Office Supplies,12.74,7
CA-2017-112725,1/30/2021,EH-14125,West,FUR-CH-10000863,Furniture,120.784,1
CA-2017-164329,1/30/2021,MM-17920,West,OFF-ST-10001511,Office Supplies,129.3,2
CA-2017-104220,1/30/2021,BV-11245,Central,OFF-AR-10004648,Office Supplies,40.3,2
CA-2017-121790,1/30/2021,LP-17095,Central,FUR-TA-10003469,Furniture,69.375,1
CA-2017-121790,1/30/2021,LP-17095,Central,OFF-SU-10004231,Office Supplies,31.68,4
CA-2017-104220,1/30/2021,BV-11245,Central,FUR-FU-10002597,Furniture,34.58,7
CA-2017-148999,1/30/2021,EB-13870,South,FUR-CH-10002044,Furniture,419.136,4
CA-2017-104220,1/30/2021,BV-11245,Central,TEC-PH-10004614,Technology,207.0,3
CA-2017-104220,1/30/2021,BV-11245,Central,OFF-BI-10001036,Office Supplies,18.28,2
CA-2017-161333,2/2/2021,JL-15835,West,OFF-AP-10000252,Office Supplies,46.8,4
CA-2017-161333,2/2/2021,JL-15835,West,OFF-ST-10000464,Office Supplies,139.04,4
US-2017-164147,2/2/2021,DW-13585,East,OFF-PA-10002377,Office Supplies,78.304,2
CA-2017-128076,2/2/2021,BO-11350,West,TEC-MA-10002109,Technology,239.984,2
CA-2017-128076,2/2/2021,BO-11350,West,OFF-BI-10003638,Office Supplies,30.96,2
US-2017-164147,2/2/2021,DW-13585,East,TEC-PH-10002293,Technology,59.97,5
CA-2017-128076,2/2/2021,BO-11350,West,FUR-FU-10000293,Furniture,210.58,2
CA-2017-161333,2/2/2021,JL-15835,West,FUR-FU-10003039,Furniture,86.26,2
US-2017-164147,2/2/2021,DW-13585,East,OFF-FA-10002780,Office Supplies,21.456,9
CA-2017-127474,2/3/2021,RD-19810,Central,OFF-PA-10000418,Office Supplies,419.4,5
CA-2017-127474,2/3/2021,RD-19810,Central,OFF-PA-10001033,Office Supplies,65.584,2
CA-2017-127474,2/3/2021,RD-19810,Central,FUR-FU-10004597,Furniture,22.2,1
CA-2017-126354,2/3/2021,SC-20380,South,OFF-PA-10004381,Office Supplies,115.296,3
CA-2017-167703,2/3/2021,MC-17575,East,OFF-ST-10001490,Office Supplies,285.552,2
CA-2017-169474,2/4/2021,JF-15355,East,OFF-AP-10003971,Office Supplies,32.67,3
CA-2017-131282,2/5/2021,CB-12025,Central,OFF-BI-10004632,Office Supplies,243.992,4
CA-2017-107517,2/5/2021,FC-14335,West,TEC-PH-10003505,Technology,371.2,5
CA-2017-154102,2/6/2021,SN-20560,West,OFF-PA-10001593,Office Supplies,29.9,5
US-2017-101840,2/6/2021,SP-20545,East,TEC-PH-10002538,Technology,227.46,6
CA-2017-122994,2/6/2021,MV-17485,South,FUR-BO-10004015,Furniture,359.97,3
CA-2017-115105,2/6/2021,BD-11770,East,FUR-BO-10001811,Furniture,240.784,1
US-2017-101840,2/6/2021,SP-20545,East,OFF-BI-10000279,Office Supplies,46.24,4
CA-2017-118773,2/9/2021,TP-21415,Central,OFF-BI-10004584,Office Supplies,252.784,4
CA-2017-118773,2/9/2021,TP-21415,Central,OFF-AP-10000055,Office Supplies,12.992,2
CA-2017-118773,2/9/2021,TP-21415,Central,TEC-AC-10002402,Technology,127.984,2
CA-2017-150602,2/9/2021,ML-17395,West,FUR-FU-10003142,Furniture,21.12,4
CA-2017-145807,2/9/2021,SB-20170,West,OFF-ST-10001370,Office Supplies,354.9,5
CA-2017-124086,2/10/2021,MP-18175,West,FUR-BO-10004015,Furniture,203.983,2
CA-2017-123659,2/10/2021,MN-17935,East,OFF-PA-10002464,Office Supplies,23.12,4
CA-2017-131828,2/11/2021,CS-11845,West,TEC-PH-10002923,Technology,88.776,3
CA-2017-116204,2/11/2021,VW-21775,West,OFF-BI-10001759,Office Supplies,21.336,7
US-2017-118535,2/11/2021,DJ-13510,East,OFF-LA-10001297,Office Supplies,20.7,2
CA-2017-138156,2/11/2021,MM-17260,East,FUR-FU-10003601,Furniture,147.568,2
CA-2017-104906,2/13/2021,JP-15460,East,OFF-PA-10001184,Office Supplies,17.94,3
CA-2017-151176,2/13/2021,SV-20785,East,OFF-AR-10000614,Office Supplies,10.71,3
CA-2017-104801,2/13/2021,FH-14350,West,FUR-FU-10004017,Furniture,107.53,1
CA-2017-151176,2/13/2021,SV-20785,East,OFF-SU-10001165,Office Supplies,25.02,3
CA-2017-154809,2/13/2021,MH-17455,Central,OFF-AP-10004785,Office Supplies,90.64,8
CA-2017-118521,2/16/2021,LF-17185,East,OFF-PA-10003465,Office Supplies,37.94,2
CA-2017-163265,2/16/2021,JS-16030,Central,OFF-ST-10000642,Office Supplies,50.352,3
CA-2017-163265,2/16/2021,JS-16030,Central,OFF-AR-10004078,Office Supplies,28.032,6
CA-2017-120019,2/16/2021,NG-18355,East,TEC-PH-10000923,Technology,14.99,1
CA-2017-163265,2/16/2021,JS-16030,Central,OFF-FA-10004854,Office Supplies,18.368,2
CA-2017-159149,2/17/2021,CR-12820,Central,OFF-AR-10000937,Office Supplies,175.44,6
CA-2017-159149,2/17/2021,CR-12820,Central,TEC-PH-10000038,Technology,438.336,4
CA-2017-159149,2/17/2021,CR-12820,Central,FUR-BO-10001601,Furniture,89.0664,1
CA-2017-132647,2/17/2021,GH-14410,East,OFF-ST-10003123,Office Supplies,166.45,5
CA-2017-154039,2/17/2021,JK-16120,Central,FUR-TA-10001932,Furniture,480.96,3
US-2017-163195,2/17/2021,LL-16840,South,TEC-PH-10003875,Technology,29.16,3
CA-2017-109085,2/17/2021,CK-12325,East,FUR-TA-10001086,Furniture,455.97,5
CA-2017-109085,2/17/2021,CK-12325,East,TEC-PH-10000526,Technology,57.594,1
CA-2017-109085,2/17/2021,CK-12325,East,FUR-FU-10004973,Furniture,30.144,2
CA-2017-154039,2/17/2021,JK-16120,Central,TEC-PH-10002789,Technology,124.792,1
CA-2017-132647,2/17/2021,GH-14410,East,OFF-PA-10001838,Office Supplies,11.76,2
CA-2017-164707,2/18/2021,CV-12805,West,TEC-AC-10004864,Technology,109.53,3
CA-2017-164707,2/18/2021,CV-12805,West,TEC-PH-10001924,Technology,167.976,3
CA-2017-134838,2/19/2021,ED-13885,West,FUR-FU-10004018,Furniture,44.67,3
CA-2017-166415,2/19/2021,ME-17725,West,OFF-FA-10004968,Office Supplies,11.22,3
CA-2017-134838,2/19/2021,ED-13885,West,OFF-AR-10000634,Office Supplies,12.84,3
CA-2017-135937,2/20/2021,KM-16375,West,OFF-ST-10000563,Office Supplies,51.168,2
CA-2017-135937,2/20/2021,KM-16375,West,OFF-EN-10004846,Office Supplies,10.64,5
CA-2017-135937,2/20/2021,KM-16375,West,TEC-PH-10004447,Technology,333.576,3
CA-2017-150525,2/20/2021,JP-16135,Central,OFF-AP-10000595,Office Supplies,13.11,3
CA-2017-135937,2/20/2021,KM-16375,West,FUR-TA-10001039,Furniture,386.91,9
CA-2017-105809,2/20/2021,HW-14935,West,TEC-PH-10001580,Technology,215.968,2
CA-2017-105809,2/20/2021,HW-14935,West,FUR-FU-10004090,Furniture,22.23,1
CA-2017-135937,2/20/2021,KM-16375,West,TEC-AC-10001114,Technology,31.992,1
CA-2017-135937,2/20/2021,KM-16375,West,FUR-FU-10002253,Furniture,68.704,2
CA-2017-124940,2/21/2021,DK-13090,Central,TEC-AC-10002076,Technology,47.904,1
CA-2017-104647,2/23/2021,CK-12595,West,OFF-PA-10002870,Office Supplies,37.44,6
CA-2017-136007,2/23/2021,AC-10615,West,TEC-PH-10003589,Technology,71.96,5
CA-2017-127397,2/24/2021,ES-14080,East,OFF-PA-10001125,Office Supplies,123.92,5
US-2017-134642,2/25/2021,SW-20245,South,FUR-CH-10002880,Furniture,196.784,2
US-2017-134642,2/25/2021,SW-20245,South,FUR-BO-10004709,Furniture,231.92,5
CA-2017-121258,2/26/2021,DB-13060,West,OFF-PA-10004041,Office Supplies,29.6,4
CA-2017-121258,2/26/2021,DB-13060,West,TEC-PH-10003645,Technology,258.576,2
CA-2017-121258,2/26/2021,DB-13060,West,FUR-FU-10000747,Furniture,91.96,2
