order_id,order_date,customer_id,region,product_id,category,sales,quantity
CA-2014-167927,1/20/2018,XP-21865,Central,OFF-BI-10004364,Office Supplies,29.7,5
CA-2014-167927,1/20/2018,XP-21865,Central,FUR-FU-10002268,Furniture,14.73,3
CA-2014-167927,1/20/2018,XP-21865,Central,OFF-ST-10003123,Office Supplies,66.58,2
CA-2014-167927,1/20/2018,XP-21865,Central,FUR-FU-10002918,Furniture,272.94,3
CA-2014-167927,1/20/2018,XP-21865,Central,OFF-BI-10000605,Office Supplies,19.05,5
CA-2014-167927,1/20/2018,XP-21865,Central,OFF-ST-10000760,Office Supplies,13.98,1
US-2014-147627,1/20/2018,HL-15040,South,OFF-EN-10001539,Office Supplies,23.34,3
US-2014-147627,1/20/2018,HL-15040,South,FUR-FU-10003194,Furniture,38.6,4
US-2014-147627,1/20/2018,HL-15040,South,OFF-AR-10002375,Office Supplies,22.96,7
CA-2014-148614,1/20/2018,MV-17485,West,OFF-PA-10002893,Office Supplies,19.36,2
US-2014-147774,1/20/2018,MM-18280,South,OFF-BI-10003091,Office Supplies,67.194,1
CA-2014-167927,1/20/2018,XP-21865,Central,OFF-AP-10002311,Office Supplies,247.716,4
CA-2014-148614,1/20/2018,MV-17485,West,FUR-FU-10003194,Furniture,19.3,2
CA-2014-110422,1/21/2018,TB-21400,South,FUR-FU-10001889,Furniture,25.248,3
CA-2014-102645,1/23/2018,IM-15055,West,OFF-PA-10001804,Office Supplies,40.08,6
US-2014-155502,1/26/2018,SD-20485,South,FUR-FU-10001847,Furniture,12.42,3
US-2014-155502,1/26/2018,SD-20485,South,TEC-PH-10002103,Technology,187.98,2
US-2014-155502,1/26/2018,SD-20485,South,TEC-PH-10004833,Technology,155.35,13
US-2014-155502,1/26/2018,SD-20485,South,OFF-PA-10000380,Office Supplies,16.68,2
US-2014-155502,1/26/2018,SD-20485,South,OFF-PA-10003072,Office Supplies,19.44,3
US-2014-155502,1/26/2018,SD-20485,South,OFF-ST-10004337,Office Supplies,489.92,8
US-2014-155502,1/26/2018,SD-20485,South,FUR-FU-10004587,Furniture,62.82,3
CA-2014-167997,1/26/2018,CA-11965,Central,FUR-BO-10004409,Furniture,141.96,2
CA-2014-167997,1/26/2018,CA-11965,Central,OFF-BI-10001758,Office Supplies,10.68,2
US-2014-117163,1/27/2018,EJ-13720,West,OFF-AR-10003179,Office Supplies,36.44,4
US-2014-117163,1/27/2018,EJ-13720,West,FUR-TA-10003469,Furniture,333.0,3
US-2014-117163,1/27/2018,EJ-13720,West,OFF-ST-10003692,Office Supplies,57.23,1
CA-2014-134103,1/30/2018,MV-18190,Central,OFF-ST-10000991,Office Supplies,229.94,2
CA-2014-134103,1/30/2018,MV-18190,Central,OFF-PA-10001204,Office Supplies,10.56,2
CA-2014-115161,1/31/2018,LC-17050,West,FUR-BO-10003966,Furniture,290.666,2
CA-2014-140795,2/1/2018,BD-11500,Central,TEC-AC-10001432,Technology,468.9,6
CA-2014-139857,2/2/2018,CD-12790,West,OFF-FA-10001843,Office Supplies,12.35,5
CA-2014-123400,2/2/2018,EB-13930,South,TEC-PH-10002890,Technology,180.96,5
CA-2014-123400,2/2/2018,EB-13930,South,OFF-BI-10000666,Office Supplies,18.336,2
CA-2014-111059,2/3/2018,TB-21400,West,OFF-BI-10002827,Office Supplies,13.272,3
CA-2014-111059,2/3/2018,TB-21400,West,OFF-BI-10004593,Office Supplies,83.84,2
CA-2014-107181,2/4/2018,DB-13270,West,OFF-PA-10000350,Office Supplies,34.24,4
CA-2014-107181,2/4/2018,DB-13270,West,OFF-BI-10004230,Office Supplies,82.896,3
CA-2014-104808,2/4/2018,MH-17440,West,OFF-BI-10003676,Office Supplies,17.248,2
CA-2014-131905,2/6/2018,ND-18460,South,TEC-PH-10001615,Technology,144.95,5
CA-2014-131905,2/6/2018,ND-18460,South,TEC-PH-10003645,Technology,161.61,1
CA-2014-131905,2/6/2018,ND-18460,South,OFF-LA-10002787,Office Supplies,15.0,4
CA-2014-107755,2/7/2018,CK-12760,East,TEC-AC-10000710,Technology,115.36,7
US-2014-169390,2/7/2018,CS-12250,East,OFF-ST-10001558,Office Supplies,64.96,4
CA-2014-125759,2/8/2018,NM-18445,West,FUR-FU-10002111,Furniture,14.56,2
CA-2014-127614,2/11/2018,NF-18385,South,OFF-BI-10003291,Office Supplies,17.46,2
CA-2014-168368,2/11/2018,GA-14725,Central,OFF-ST-10002583,Office Supplies,64.96,2
CA-2014-168368,2/11/2018,GA-14725,Central,FUR-CH-10001146,Furniture,60.89,1
CA-2014-168368,2/11/2018,GA-14725,Central,OFF-LA-10004853,Office Supplies,14.94,3
CA-2014-168368,2/11/2018,GA-14725,Central,FUR-FU-10002298,Furniture,332.94,3
CA-2014-127614,2/11/2018,NF-18385,South,TEC-AC-10001432,Technology,234.45,3
CA-2014-168368,2/11/2018,GA-14725,Central,OFF-BI-10004654,Office Supplies,51.9,3
US-2014-110674,2/12/2018,SC-20095,West,FUR-CH-10000225,Furniture,129.568,2
CA-2014-121762,2/14/2018,ML-17395,West,TEC-AC-10000736,Technology,239.97,3
CA-2014-121762,2/14/2018,ML-17395,West,OFF-AP-10001293,Office Supplies,81.96,2
CA-2014-121762,2/14/2018,ML-17395,West,OFF-SU-10000157,Office Supplies,238.62,2
CA-2014-107706,2/14/2018,ST-20530,Central,OFF-PA-10000466,Office Supplies,16.176,3
CA-2014-165568,2/15/2018,BF-11020,West,OFF-BI-10001031,Office Supplies,21.36,5
CA-2014-154165,2/17/2018,DL-13315,Central,OFF-AR-10003631,Office Supplies,54.208,14
CA-2014-152905,2/18/2018,AB-10015,Central,OFF-ST-10000321,Office Supplies,12.624,2
US-2014-165589,2/18/2018,TB-21595,Central,FUR-FU-10002396,Furniture,25.16,5
CA-2014-164903,2/20/2018,SR-20740,West,OFF-PA-10003363,Office Supplies,12.96,2
CA-2014-109491,2/20/2018,LC-16930,Central,FUR-FU-10000221,Furniture,20.32,4
CA-2014-109491,2/20/2018,LC-16930,Central,TEC-AC-10001284,Technology,62.31,3
CA-2014-133354,2/22/2018,SA-20830,West,OFF-PA-10001800,Office Supplies,19.44,3
US-2014-137680,2/24/2018,JH-15430,West,OFF-PA-10000069,Office Supplies,22.776,3
US-2014-137680,2/24/2018,JH-15430,West,OFF-PA-10000174,Office Supplies,32.896,4
CA-2014-156545,2/27/2018,JS-16030,East,OFF-AR-10003560,Office Supplies,19.456,4
CA-2014-168312,3/1/2018,GW-14605,Central,FUR-TA-10001866,Furniture,376.509,3
CA-2014-168312,3/1/2018,GW-14605,Central,OFF-ST-10003692,Office Supplies,137.352,3
CA-2014-131009,3/1/2018,SC-20380,Central,OFF-ST-10001469,Office Supplies,129.552,3
CA-2014-131009,3/1/2018,SC-20380,Central,FUR-CH-10001270,Furniture,362.25,6
CA-2014-131009,3/1/2018,SC-20380,Central,FUR-FU-10001095,Furniture,63.552,6
CA-2014-104269,3/1/2018,DB-13060,West,FUR-CH-10004063,Furniture,457.568,2
CA-2014-113880,3/1/2018,VF-21715,Central,OFF-PA-10003036,Office Supplies,17.472,3
CA-2014-131009,3/1/2018,SC-20380,Central,OFF-FA-10004395,Office Supplies,18.84,5
CA-2014-107524,3/2/2018,KN-16705,East,OFF-EN-10001990,Office Supplies,11.36,2
CA-2014-111157,3/2/2018,NH-18610,East,TEC-AC-10004353,Technology,151.2,3
CA-2014-107524,3/2/2018,KN-16705,East,OFF-PA-10000587,Office Supplies,36.4,5
CA-2014-130421,3/3/2018,SC-20020,Central,OFF-AP-10002534,Office Supplies,176.772,3
US-2014-127978,3/3/2018,JS-15595,East,OFF-ST-10002486,Office Supplies,44.672,8
US-2014-127978,3/3/2018,JS-15595,East,FUR-BO-10001972,Furniture,302.45,5
US-2014-127978,3/3/2018,JS-15595,East,OFF-LA-10000305,Office Supplies,15.12,3
CA-2014-127964,3/3/2018,AP-10720,East,OFF-BI-10003429,Office Supplies,25.32,5
CA-2014-127964,3/3/2018,AP-10720,East,OFF-BI-10004593,Office Supplies,125.76,3
CA-2014-155852,3/3/2018,AJ-10945,South,OFF-AR-10003560,Office Supplies,19.456,4
CA-2014-116239,3/4/2018,CL-12565,South,OFF-ST-10001370,Office Supplies,354.9,5
CA-2014-117016,3/4/2018,SC-20095,South,OFF-AR-10001374,Office Supplies,15.552,3
CA-2014-169061,3/5/2018,AB-10150,East,OFF-BI-10001617,Office Supplies,49.632,6
CA-2014-169061,3/5/2018,AB-10150,East,OFF-SU-10000381,Office Supplies,18.62,2
CA-2014-169061,3/5/2018,AB-10150,East,TEC-AC-10002001,Technology,479.97,3
CA-2014-169061,3/5/2018,AB-10150,East,OFF-AR-10000588,Office Supplies,59.52,3
CA-2014-169061,3/5/2018,AB-10150,East,OFF-PA-10001878,Office Supplies,97.82,2
CA-2014-104563,3/7/2018,CM-12715,West,OFF-AR-10000390,Office Supplies,20.65,5
CA-2014-104563,3/7/2018,CM-12715,West,OFF-ST-10000934,Office Supplies,204.9,5
CA-2014-104563,3/7/2018,CM-12715,West,FUR-CH-10002780,Furniture,436.704,6
CA-2014-104563,3/7/2018,CM-12715,West,FUR-CH-10004495,Furniture,481.568,2
CA-2014-156587,3/7/2018,AB-10015,West,OFF-AR-10001427,Office Supplies,17.94,3
US-2014-131982,3/7/2018,NP-18685,West,OFF-BI-10004224,Office Supplies,107.648,2
CA-2014-156587,3/7/2018,AB-10015,West,OFF-ST-10002344,Office Supplies,242.94,3
CA-2014-156587,3/7/2018,AB-10015,West,FUR-CH-10004477,Furniture,48.712,1
US-2014-100279,3/10/2018,SW-20275,Central,OFF-PA-10002259,Office Supplies,22.38,2
US-2014-140116,3/10/2018,KT-16480,West,OFF-AR-10001044,Office Supplies,83.168,4
CA-2014-114790,3/11/2018,FM-14215,South,OFF-PA-10000213,Office Supplies,14.94,3
CA-2014-114790,3/11/2018,FM-14215,South,TEC-AC-10000710,Technology,32.96,2
CA-2014-114790,3/11/2018,FM-14215,South,OFF-AP-10002578,Office Supplies,146.76,3
CA-2014-166884,3/11/2018,CK-12205,East,OFF-FA-10001561,Office Supplies,10.464,6
CA-2014-158337,3/11/2018,KA-16525,East,OFF-PA-10002137,Office Supplies,108.92,14
CA-2014-114510,3/14/2018,JF-15295,West,TEC-AC-10004877,Technology,82.8,12
CA-2014-114510,3/14/2018,JF-15295,West,OFF-ST-10003221,Office Supplies,21.36,2
CA-2014-114510,3/14/2018,JF-15295,West,OFF-BI-10003007,Office Supplies,62.048,2
CA-2014-100293,3/14/2018,NF-18475,South,OFF-PA-10000176,Office Supplies,91.056,6
CA-2014-114510,3/14/2018,JF-15295,West,OFF-ST-10000736,Office Supplies,80.98,1
CA-2014-157623,3/14/2018,DK-13225,West,OFF-PA-10001204,Office Supplies,10.56,2
CA-2014-114510,3/14/2018,JF-15295,West,OFF-BI-10001617,Office Supplies,33.088,4
CA-2014-149958,3/15/2018,AS-10240,South,FUR-FU-10001756,Furniture,45.696,3
CA-2014-149958,3/15/2018,AS-10240,South,OFF-BI-10001543,Office Supplies,43.188,4
CA-2014-149958,3/15/2018,AS-10240,South,OFF-ST-10001490,Office Supplies,142.776,1
CA-2014-149958,3/15/2018,AS-10240,South,OFF-PA-10002120,Office Supplies,131.904,3
CA-2014-157609,3/16/2018,KN-16705,South,TEC-PH-10002415,Technology,471.92,2
CA-2014-127859,3/17/2018,QJ-19255,East,OFF-PA-10003641,Office Supplies,126.624,6
US-2014-164763,3/17/2018,MH-17440,South,OFF-PA-10003349,Office Supplies,12.96,2
US-2014-164763,3/17/2018,MH-17440,South,OFF-BI-10000309,Office Supplies,30.44,2
US-2014-164763,3/17/2018,MH-17440,South,OFF-BI-10000605,Office Supplies,11.43,3
US-2014-148838,3/17/2018,CP-12340,East,OFF-PA-10000919,Office Supplies,155.04,4
US-2014-148838,3/17/2018,CP-12340,East,OFF-PA-10002960,Office Supplies,34.86,7
CA-2014-118339,3/17/2018,BN-11515,Central,OFF-BI-10000136,Office Supplies,35.88,6
US-2014-164763,3/17/2018,MH-17440,South,OFF-PA-10003063,Office Supplies,16.0,4
CA-2014-118339,3/17/2018,BN-11515,Central,OFF-AR-10003829,Office Supplies,19.68,6
CA-2014-118339,3/17/2018,BN-11515,Central,OFF-PA-10000466,Office Supplies,47.18,7
CA-2014-118339,3/17/2018,BN-11515,Central,OFF-AP-10001154,Office Supplies,93.78,2
CA-2014-158442,3/17/2018,AZ-10750,Central,OFF-PA-10002365,Office Supplies,15.552,3
CA-2014-118339,3/17/2018,BN-11515,Central,OFF-BI-10001758,Office Supplies,53.4,10
US-2014-164763,3/17/2018,MH-17440,South,OFF-AP-10003971,Office Supplies,32.67,3
CA-2014-145317,3/18/2018,SM-20320,South,FUR-FU-10001986,Furniture,122.352,3
CA-2014-145317,3/18/2018,SM-20320,South,OFF-FA-10003112,Office Supplies,18.936,3
US-2014-131275,3/18/2018,SC-20050,West,FUR-FU-10004597,Furniture,111.0,2
CA-2014-145317,3/18/2018,SM-20320,South,OFF-PA-10001804,Office Supplies,21.376,4
CA-2014-145317,3/18/2018,SM-20320,South,FUR-FU-10004270,Furniture,30.768,2
CA-2014-103989,3/19/2018,MC-17605,South,OFF-ST-10000918,Office Supplies,26.16,3
CA-2014-103989,3/19/2018,MC-17605,South,TEC-PH-10004667,Technology,323.976,3
CA-2014-103989,3/19/2018,MC-17605,South,OFF-BI-10001196,Office Supplies,33.57,5
CA-2014-103989,3/19/2018,MC-17605,South,FUR-FU-10002508,Furniture,20.016,3
CA-2014-103989,3/19/2018,MC-17605,South,TEC-AC-10002647,Technology,170.24,2
CA-2014-103989,3/19/2018,MC-17605,South,OFF-LA-10000443,Office Supplies,11.808,4
US-2014-155544,3/21/2018,GM-14440,South,OFF-LA-10004544,Office Supplies,59.2,5
US-2014-155544,3/21/2018,GM-14440,South,FUR-FU-10001473,Furniture,32.952,3
US-2014-107405,3/21/2018,TS-21205,South,OFF-ST-10002301,Office Supplies,16.272,1
CA-2014-163223,3/21/2018,KH-16690,South,OFF-PA-10000675,Office Supplies,122.97,3
CA-2014-163223,3/21/2018,KH-16690,South,OFF-LA-10004409,Office Supplies,14.4,5
US-2014-155544,3/21/2018,GM-14440,South,FUR-CH-10000422,Furniture,218.376,3
CA-2014-163223,3/21/2018,KH-16690,South,OFF-BI-10001597,Office Supplies,122.94,3
US-2014-158057,3/22/2018,CC-12685,South,OFF-BI-10002735,Office Supplies,51.465,5
US-2014-129609,3/22/2018,VM-21835,Central,OFF-AR-10003478,Office Supplies,16.28,2
CA-2014-148040,3/22/2018,BF-11275,West,OFF-PA-10002581,Office Supplies,74.352,3
CA-2014-148040,3/22/2018,BF-11275,West,FUR-CH-10001482,Furniture,314.352,3
CA-2014-120838,3/23/2018,PO-18865,West,OFF-ST-10000585,Office Supplies,330.4,2
CA-2014-143637,3/24/2018,MS-17710,West,FUR-FU-10002813,Furniture,40.48,2
CA-2014-147235,3/24/2018,CD-11920,East,OFF-PA-10004948,Office Supplies,24.9,5
CA-2014-128237,3/25/2018,CA-12265,West,TEC-AC-10002558,Technology,45.48,4
CA-2014-128237,3/25/2018,CA-12265,West,OFF-AR-10003338,Office Supplies,14.88,2
CA-2014-148586,3/25/2018,AZ-10750,East,FUR-CH-10002439,Furniture,366.786,7
CA-2014-128237,3/25/2018,CA-12265,West,OFF-AR-10000034,Office Supplies,25.44,6
CA-2014-141838,3/26/2018,DK-12835,West,OFF-BI-10003291,Office Supplies,27.936,4
CA-2014-141838,3/26/2018,DK-12835,West,TEC-PH-10004100,Technology,28.784,2
CA-2014-100860,3/26/2018,CS-12505,West,OFF-LA-10001982,Office Supplies,18.75,5
CA-2014-138436,3/26/2018,JD-15895,West,TEC-AC-10002323,Technology,66.3,3
CA-2014-100881,3/28/2018,DR-12940,West,TEC-PH-10003273,Technology,302.376,3
US-2014-117380,3/28/2018,MP-18175,East,FUR-TA-10000198,Furniture,330.588,1
US-2014-113124,3/30/2018,NC-18340,Central,OFF-ST-10001511,Office Supplies,129.3,2
CA-2014-169033,3/30/2018,KM-16720,East,OFF-AR-10001915,Office Supplies,49.65,5
CA-2014-162089,3/30/2018,MP-17470,Central,OFF-EN-10002230,Office Supplies,335.72,5
US-2014-105151,3/30/2018,SG-20890,East,OFF-AR-10001231,Office Supplies,10.5,5
CA-2014-162089,3/30/2018,MP-17470,Central,TEC-PH-10001819,Technology,251.944,7
CA-2014-162089,3/30/2018,MP-17470,Central,FUR-CH-10002304,Furniture,127.302,7
CA-2014-133424,3/30/2018,Dl-13600,West,OFF-ST-10002957,Office Supplies,15.84,3
CA-2014-133424,3/30/2018,Dl-13600,West,OFF-LA-10002312,Office Supplies,44.4,3
CA-2014-131247,3/30/2018,GA-14725,West,FUR-BO-10001337,Furniture,205.666,2
US-2014-104759,3/31/2018,DD-13570,Central,TEC-AC-10004901,Technology,79.984,2
CA-2014-130428,3/31/2018,TG-21640,South,OFF-BI-10001636,Office Supplies,12.645,5
CA-2014-128055,3/31/2018,AA-10315,West,OFF-AP-10002765,Office Supplies,52.98,2
US-2014-157021,4/1/2018,KM-16720,West,OFF-BI-10000042,Office Supplies,17.088,4
US-2014-157021,4/1/2018,KM-16720,West,OFF-LA-10002312,Office Supplies,29.6,2
CA-2014-138359,4/1/2018,KH-16330,East,OFF-ST-10000636,Office Supplies,66.96,4
CA-2014-160276,4/2/2018,AH-10690,South,FUR-FU-10003192,Furniture,177.68,2
CA-2014-164315,4/2/2018,RD-19585,South,OFF-PA-10004248,Office Supplies,15.84,3
CA-2014-164315,4/2/2018,RD-19585,South,OFF-AP-10003842,Office Supplies,154.9,5
US-2014-157847,4/2/2018,SC-20020,Central,OFF-PA-10001593,Office Supplies,33.488,7
US-2014-157847,4/2/2018,SC-20020,Central,OFF-PA-10002986,Office Supplies,26.72,5
CA-2014-112291,4/3/2018,KE-16420,West,OFF-EN-10001415,Office Supplies,11.16,2
CA-2014-112291,4/3/2018,KE-16420,West,TEC-AC-10001284,Technology,62.31,3
CA-2014-112291,4/3/2018,KE-16420,West,TEC-AC-10000736,Technology,159.98,2
CA-2014-133228,4/4/2018,MS-17710,Central,OFF-AR-10001955,Office Supplies,79.36,4
CA-2014-105172,4/4/2018,PK-18910,West,OFF-LA-10001641,Office Supplies,18.9,6
CA-2014-149538,4/4/2018,KB-16585,South,OFF-ST-10004180,Office Supplies,232.55,5
CA-2014-149538,4/4/2018,KB-16585,South,TEC-AC-10002926,Technology,99.98,2
CA-2014-149538,4/4/2018,KB-16585,South,OFF-PA-10003797,Office Supplies,19.44,3
CA-2014-149538,4/4/2018,KB-16585,South,OFF-PA-10002195,Office Supplies,12.96,2
CA-2014-102988,4/5/2018,GM-14695,South,OFF-AR-10000127,Office Supplies,22.96,7
CA-2014-102988,4/5/2018,GM-14695,South,OFF-PA-10003349,Office Supplies,12.96,2
CA-2014-151001,4/5/2018,JG-15805,Central,OFF-ST-10003455,Office Supplies,49.632,4
CA-2014-102988,4/5/2018,GM-14695,South,OFF-AR-10004757,Office Supplies,22.96,7
CA-2014-149104,4/5/2018,RD-19900,Central,OFF-AR-10004685,Office Supplies,13.89,3
CA-2014-149104,4/5/2018,RD-19900,Central,OFF-AR-10002952,Office Supplies,26.7,2
CA-2014-151001,4/5/2018,JG-15805,Central,OFF-ST-10001031,Office Supplies,52.096,4
CA-2014-149104,4/5/2018,RD-19900,Central,OFF-BI-10004209,Office Supplies,40.2,5
CA-2014-113887,4/5/2018,TH-21550,East,OFF-PA-10004071,Office Supplies,55.48,1
CA-2014-102988,4/5/2018,GM-14695,South,TEC-PH-10001615,Technology,28.99,1
US-2014-157231,4/5/2018,RP-19855,South,OFF-BI-10002852,Office Supplies,115.36,7
CA-2014-153808,4/6/2018,FH-14275,West,OFF-AR-10001725,Office Supplies,70.95,3
CA-2014-136742,4/6/2018,GP-14740,East,OFF-BI-10003719,Office Supplies,44.91,6
CA-2014-169803,4/6/2018,SC-20260,West,TEC-AC-10003441,Technology,33.9,2
US-2014-118486,4/6/2018,SD-20485,East,OFF-SU-10004498,Office Supplies,10.304,1
US-2014-118486,4/6/2018,SD-20485,East,FUR-TA-10001039,Furniture,154.764,3
US-2014-118486,4/6/2018,SD-20485,East,TEC-AC-10004659,Technology,116.784,2
CA-2014-102652,4/6/2018,AY-10555,West,FUR-FU-10000747,Furniture,91.96,2
CA-2014-153808,4/6/2018,FH-14275,West,TEC-AC-10004171,Technology,299.97,3
CA-2014-102652,4/6/2018,AY-10555,West,OFF-PA-10003309,Office Supplies,19.44,3
CA-2014-153808,4/6/2018,FH-14275,West,OFF-BI-10002794,Office Supplies,65.568,2
CA-2014-102652,4/6/2018,AY-10555,West,OFF-PA-10001977,Office Supplies,55.48,1
CA-2014-102652,4/6/2018,AY-10555,West,FUR-FU-10001918,Furniture,33.11,7
CA-2014-165806,4/7/2018,VM-21685,South,TEC-PH-10004922,Technology,200.97,3
CA-2014-165806,4/7/2018,VM-21685,South,OFF-PA-10003441,Office Supplies,58.32,9
CA-2014-128846,4/7/2018,RS-19765,South,OFF-PA-10000100,Office Supplies,122.97,3
CA-2014-150581,4/8/2018,NM-18445,West,TEC-AC-10001908,Technology,399.96,4
CA-2014-100363,4/8/2018,JM-15655,West,OFF-PA-10004733,Office Supplies,19.008,3
CA-2014-150581,4/8/2018,NM-18445,West,FUR-TA-10003748,Furniture,99.592,1
US-2014-163797,4/8/2018,PC-19000,West,OFF-FA-10001883,Office Supplies,49.792,8
CA-2014-121769,4/8/2018,JS-15880,East,FUR-TA-10004442,Furniture,172.11,1
CA-2014-110555,4/11/2018,MM-18055,West,TEC-AC-10003399,Technology,217.44,6
CA-2014-110555,4/11/2018,MM-18055,West,TEC-PH-10000586,Technology,105.584,2
CA-2014-110555,4/11/2018,MM-18055,West,OFF-ST-10000876,Office Supplies,87.08,7
US-2014-102715,4/11/2018,JK-15370,South,TEC-AC-10002001,Technology,383.976,3
US-2014-102715,4/11/2018,JK-15370,South,OFF-PA-10000029,Office Supplies,10.368,2
US-2014-102715,4/11/2018,JK-15370,South,TEC-AC-10001874,Technology,335.944,7
CA-2014-154599,4/12/2018,KN-16450,West,TEC-PH-10000576,Technology,438.368,4
CA-2014-154599,4/12/2018,KN-16450,West,FUR-BO-10001337,Furniture,308.499,3
CA-2014-142979,4/12/2018,EH-13765,West,OFF-AR-10002987,Office Supplies,39.68,2
CA-2014-154599,4/12/2018,KN-16450,West,OFF-BI-10002764,Office Supplies,18.088,7
US-2014-158365,4/12/2018,SV-20785,Central,OFF-PA-10000289,Office Supplies,32.4,5
CA-2014-122336,4/13/2018,JD-15895,East,OFF-AR-10000122,Office Supplies,17.856,4
CA-2014-122336,4/13/2018,JD-15895,East,OFF-FA-10002780,Office Supplies,30.992,13
CA-2014-122336,4/13/2018,JD-15895,East,TEC-PH-10000702,Technology,71.928,12
US-2014-120740,4/15/2018,PS-18970,West,OFF-AP-10000240,Office Supplies,106.96,2
US-2014-120740,4/15/2018,PS-18970,West,FUR-FU-10004091,Furniture,187.76,4
CA-2014-155208,4/16/2018,SP-20650,South,OFF-AR-10003478,Office Supplies,39.072,6
CA-2014-110849,4/18/2018,JL-15835,West,TEC-MA-10002859,Technology,287.968,4
CA-2014-110849,4/18/2018,JL-15835,West,OFF-FA-10000134,Office Supplies,11.62,2
CA-2014-110849,4/18/2018,JL-15835,West,OFF-AR-10000657,Office Supplies,10.75,5
CA-2014-110849,4/18/2018,JL-15835,West,OFF-AR-10002375,Office Supplies,13.12,4
CA-2014-100678,4/18/2018,KM-16720,Central,TEC-AC-10000474,Technology,227.976,3
CA-2014-100678,4/18/2018,KM-16720,Central,FUR-CH-10002602,Furniture,317.058,3
CA-2014-100678,4/18/2018,KM-16720,Central,OFF-EN-10000056,Office Supplies,149.352,3
CA-2014-158470,4/19/2018,AG-10390,South,OFF-PA-10001569,Office Supplies,71.28,11
CA-2014-169460,4/19/2018,NF-18595,West,FUR-FU-10004017,Furniture,76.14,3
CA-2014-158470,4/19/2018,AG-10390,South,OFF-BI-10003638,Office Supplies,58.05,3
CA-2014-134572,4/20/2018,SV-20365,Central,OFF-ST-10004634,Office Supplies,44.84,5
CA-2014-134572,4/20/2018,SV-20365,Central,FUR-TA-10004442,Furniture,401.59,2
CA-2014-101462,4/20/2018,BP-11230,West,FUR-FU-10000409,Furniture,59.92,4
CA-2014-158064,4/21/2018,AA-10375,West,OFF-BI-10002976,Office Supplies,16.52,5
CA-2014-122070,4/22/2018,AH-10030,East,OFF-EN-10004773,Office Supplies,247.84,8
US-2014-150119,4/23/2018,LB-16795,East,FUR-CH-10002965,Furniture,281.372,2
CA-2014-111857,4/23/2018,NM-18445,West,OFF-PA-10001878,Office Supplies,48.91,1
US-2014-150119,4/23/2018,LB-16795,East,FUR-FU-10002191,Furniture,22.336,4
US-2014-150119,4/23/2018,LB-16795,East,FUR-CH-10002965,Furniture,281.372,2
CA-2014-110100,4/25/2018,LC-16885,South,TEC-PH-10004531,Technology,302.376,3
